지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
서울 강남구,오일프러스 셀프,서울 강남구 남부순환로 2651 (도곡동),20250403,SK에너지,셀프,1889.0,1684.0,1589.0,0.0
서울 강남구,일원주유소,서울 강남구 양재대로55길 3 (일원동),20250403,S-OIL,셀프,0.0,1738.0,1599.0,0.0
서울 강남구,자곡셀프주유소,서울 강남구 밤고개로 120 (자곡동),20250403,SK에너지,셀프,0.0,1738.0,1598.0,0.0
서울 강남구,지에스칼텍스㈜ 삼성로주유소,서울 강남구 삼성로 563 (삼성동),20250403,GS칼텍스,셀프,2259.0,2039.0,1975.0,0.0
서울 강남구,지에스칼텍스㈜ 은마주유소,서울 강남구 영동대로 235,20250403,GS칼텍스,일반,1889.0,1669.0,1649.0,0.0
서울 강남구,지에스칼텍스㈜에너지플러스허브GS타워,서울 강남구 논현로 516 (역삼동),20250403,GS칼텍스,셀프,2067.0,1847.0,1822.0,0.0
서울 강남구,한양주유소,서울 강남구 압구정로 302 (신사동),20250403,HD현대오일뱅크,일반,2195.0,1995.0,1795.0,0.0
서울 강동구,(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),20250403,GS칼텍스,셀프,1955.0,1726.0,1598.0,1699.0
서울 강동구,(주)소모 성내주유소,서울 강동구 올림픽로 578 (성내동),20250403,GS칼텍스,셀프,0.0,1798.0,1678.0,0.0
서울 강동구,(주)소모 신월주유소,서울 강동구 양재대로 1323,20250403,GS칼텍스,셀프,1936.0,1736.0,1598.0,1500.0
서울 강동구,(주)퍼스트오일 코알라주유소,서울특별시 강동구  올림픽로 556 (성내동),20250403,S-OIL,셀프,1970.0,1790.0,1670.0,0.0
서울 강동구,sk해뜨는주유소,서울 강동구  상일로 132 (강일동),20250403,SK에너지,셀프,1999.0,1789.0,1639.0,1600.0
서울 강동구,광성주유소,서울 강동구 올림픽로 673 (천호동),20250403,S-OIL,일반,0.0,1968.0,1858.0,1800.0
서울 강동구,구천면주유소,서울 강동구 구천면로 357 (암사동),20250403,HD현대오일뱅크,일반,0.0,1643.0,1537.0,0.0
서울 강동구,대성석유(주)길동주유소,서울 강동구 천호대로 1168,20250403,GS칼텍스,일반,1935.0,1696.0,1578.0,1600.0
서울 강동구,재건에너지 재정제2주유소 고속셀프지점,서울특별시 강동구  천호대로 1246 (둔촌제2동),20250403,HD현대오일뱅크,셀프,0.0,1645.0,1529.0,0.0
서울 강동구,주)지유에너지직영 오렌지주유소,서울 강동구 성안로 102 (성내동),20250403,SK에너지,일반,1934.0,1793.0,1673.0,0.0
서울 강동구,지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),20250403,GS칼텍스,셀프,1919.0,1699.0,1599.0,0.0
서울 강동구,천호현대주유소,서울 강동구 천중로 67 (천호동),20250403,HD현대오일뱅크,일반,0.0,1893.0,1752.0,0.0
서울 강북구,(주)서울에너지 시민주유소,서울 강북구 인수봉로 185 (수유동),20250403,HD현대오일뱅크,셀프,1789.0,1589.0,1459.0,0.0
서울 강북구,(주)석산에너지,서울 강북구 삼양로 316 (수유동),20250403,HD현대오일뱅크,셀프,0.0,1589.0,1459.0,1380.0
서울 강북구,(주)자연에너지 번동주유소,서울 강북구 한천로 963 (번동),20250403,HD현대오일뱅크,셀프,1789.0,1589.0,1459.0,0.0
서울 강북구,SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),20250403,SK에너지,셀프,0.0,1670.0,1534.0,0.0
서울 강북구,㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),20250403,GS칼텍스,셀프,1786.0,1645.0,1505.0,0.0
서울 강북구,대성석유(주)신광주유소,서울 강북구 삼양로 484,20250403,GS칼텍스,일반,0.0,1669.0,1529.0,1500.0
서울 강북구,덕릉로주유소,서울 강북구 덕릉로 158 (번동),20250403,S-OIL,셀프,0.0,1589.0,1459.0,0.0
서울 강북구,북서울고속주유소,서울 강북구 삼양로 410 (수유동),20250403,SK에너지,셀프,1765.0,1715.0,1575.0,0.0
서울 강북구,수유동주유소,서울 강북구 도봉로 395 (수유동),20250403,GS칼텍스,셀프,0.0,1605.0,1479.0,0.0
서울 강북구,씨앤에스유통㈜ 미아셀프주유소,서울 강북구 도봉로 200 (미아동),20250403,S-OIL,셀프,0.0,1645.0,1505.0,0.0
서울 강서구,(주)타이거오일 방화주유소,서울 강서구 방화동로 58-2,20250403,SK에너지,셀프,0.0,1604.0,1483.0,1600.0
서울 강서구,(주)한진 김포공항제2주유소,서울 강서구 하늘길 112,20250403,S-OIL,셀프,0.0,1729.0,1608.0,0.0
서울 강서구,HD현대오일뱅크㈜직영 가양주유소,서울 강서구  양천로 391 (가양동),20250403,HD현대오일뱅크,일반,1965.0,1679.0,1569.0,0.0
서울 강서구,HD현대오일뱅크㈜직영 양화교셀프주유소,서울 강서구 공항대로 653,20250403,HD현대오일뱅크,셀프,1869.0,1664.0,1574.0,1489.0
서울 강서구,KH에너지㈜직영 KH외발산주유소,서울 강서구 방화대로 30,20250403,SK에너지,셀프,1895.0,1587.0,1472.0,0.0
서울 강서구,KH에너지㈜직영 가양주유소,서울 강서구 강서로 498 (가양동),20250403,SK에너지,일반,1864.0,1644.0,1493.0,0.0
서울 강서구,㈜오일마스터강서지점 등촌주유소,서울 강서구 등촌로 189,20250403,HD현대오일뱅크,일반,0.0,1609.0,1489.0,0.0
서울 강서구,㈜한경에너지 신화곡주유소,서울 강서구 국회대로 71,20250403,SK에너지,셀프,0.0,1598.0,1498.0,0.0
서울 강서구,강서열린주유소,서울 강서구 등촌로 213 (등촌동),20250403,GS칼텍스,일반,0.0,1639.0,1519.0,1600.0
서울 강서구,강서오곡셀프주유소,서울 강서구 벌말로 254 (오곡동),20250403,SK에너지,셀프,0.0,1597.0,1467.0,0.0
서울 강서구,개화주유소,서울 강서구 양천로 57,20250403,SK에너지,셀프,0.0,1677.0,1537.0,0.0
서울 강서구,뉴신정주유소,서울 강서구 곰달래로 207,20250403,알뜰주유소,일반,0.0,1598.0,1498.0,0.0
서울 강서구,대성석유(주) 관문주유소,서울 강서구 공항대로 314,20250403,GS칼텍스,일반,1886.0,1669.0,1518.0,1600.0
서울 강서구,대성석유(주) 마곡대성주유소,서울 강서구 강서로 457,20250403,GS칼텍스,셀프,1859.0,1649.0,1498.0,0.0
서울 강서구,대성석유(주)방화대성주유소,서울 강서구 양천로 176,20250403,GS칼텍스,셀프,1869.0,1649.0,1518.0,0.0
서울 강서구,대성주유소,서울 강서구 강서로 472,20250403,GS칼텍스,일반,1886.0,1669.0,1518.0,0.0
서울 강서구,목화주유소,서울 강서구 국회대로 251 (화곡동),20250403,알뜰주유소,셀프,0.0,1598.0,1498.0,0.0
서울 강서구,박물관주유소,서울 강서구 양천로53길 97 (가양동),20250403,GS칼텍스,일반,1938.0,1738.0,1598.0,0.0
서울 강서구,세원제1주유소,서울 강서구 양천로 311 (가양동),20250403,SK에너지,셀프,0.0,1658.0,1548.0,0.0
서울 강서구,스카이주유소,서울 강서구 개화동로 457 (방화동),20250403,S-OIL,셀프,1895.0,1620.0,1485.0,0.0
서울 강서구,씨앤에스유통(주) 마곡드림주유소,서울 강서구 방화대로 254(마곡동),20250403,S-OIL,셀프,0.0,1615.0,1495.0,0.0
서울 강서구,염창동주유소,서울 강서구 양천로 720,20250403,SK에너지,일반,0.0,2030.0,1858.0,0.0
서울 강서구,오션네트웍스(주) 서울식물원지점,서울 강서구 양천로 300,20250403,SK에너지,셀프,1839.0,1649.0,1498.0,0.0
서울 강서구,우장산주유소,서울 강서구 강서로 292,20250403,SK에너지,셀프,1886.0,1668.0,1518.0,0.0
서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20250403,알뜰주유소,셀프,0.0,1608.0,1485.0,1400.0
서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20250403,HD현대오일뱅크,셀프,0.0,1586.0,1473.0,0.0
서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20250403,GS칼텍스,셀프,1818.0,1598.0,1498.0,1450.0
서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20250403,S-OIL,셀프,0.0,1857.0,1698.0,0.0
서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20250403,SK에너지,일반,0.0,1768.0,1648.0,1600.0
서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20250403,S-OIL,셀프,1856.0,1696.0,1576.0,0.0
서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20250403,HD현대오일뱅크,셀프,1895.0,1605.0,1466.0,0.0
서울 강서구,화곡역주유소,서울 강서구 강서로 154 (화곡동),20250403,알뜰주유소,셀프,0.0,1597.0,1473.0,0.0
서울 강서구,화곡현대주유소,서울 강서구 강서로 151 (화곡동),20250403,SK에너지,셀프,1876.0,1666.0,1546.0,0.0
서울 관악구,(주)연우에너지 신관주유소,서울 관악구 신림로 290 (신림동),20250403,알뜰주유소,셀프,0.0,1654.0,1514.0,1400.0
서울 관악구,(주)한유에너지 행운주유소,서울 관악구 남부순환로 1883 (봉천동),20250403,SK에너지,셀프,1994.0,1664.0,1544.0,0.0
서울 관악구,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),20250403,GS칼텍스,일반,2099.0,1898.0,1738.0,0.0
서울 관악구,HD현대오일뱅크㈜직영 관악셀프주유소,서울 관악구 남부순환로 1520 (신림동),20250403,HD현대오일뱅크,셀프,2009.0,1714.0,1588.0,0.0
서울 관악구,HD현대오일뱅크㈜직영 문성골주유소,서울 관악구 문성로 97,20250403,HD현대오일뱅크,일반,0.0,1609.0,1514.0,1399.0
서울 관악구,SK에너지(주)직영 신봉천주유소,서울 관악구 남부순환로 1880 (봉천동),20250403,SK에너지,일반,1905.0,1732.0,1620.0,1380.0
서울 관악구,㈜CW창원,서울 관악구 과천대로 921 (남현동),20250403,HD현대오일뱅크,셀프,1875.0,1588.0,1482.0,0.0
서울 관악구,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),20250403,S-OIL,일반,0.0,1795.0,1645.0,0.0
서울 관악구,대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),20250403,SK에너지,셀프,0.0,1674.0,1541.0,0.0
서울 관악구,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),20250403,GS칼텍스,셀프,1875.0,1665.0,1545.0,1380.0
서울 관악구,유림주유소,서울 관악구 신림로 176 (신림동),20250403,S-OIL,일반,0.0,1698.0,1598.0,1498.0
서울 관악구,지에스칼텍스㈜ 난곡주유소,서울 관악구 난곡로 206,20250403,GS칼텍스,일반,0.0,1989.0,1799.0,0.0
서울 관악구,진우7주유소 ㈜준우에너지,서울 관악구 보라매로 41,20250403,HD현대오일뱅크,셀프,0.0,1654.0,1514.0,0.0
서울 관악구,현대주유소,서울 관악구 난곡로 108 (신림동),20250403,HD현대오일뱅크,일반,0.0,1769.0,1646.0,0.0
서울 광진구,(주)자연에너지 중원주유소,서울 광진구 동일로 398 (중곡동),20250403,HD현대오일뱅크,셀프,0.0,1589.0,1459.0,0.0
서울 광진구,(주)장수주유소,서울 광진구 동일로 266 (군자동),20250403,SK에너지,셀프,0.0,1645.0,1525.0,0.0
서울 광진구,(주)창원CW,서울 광진구 광나루로 460 (화양동),20250403,HD현대오일뱅크,셀프,0.0,1589.0,1459.0,0.0
서울 광진구,HD현대오일뱅크㈜직영 능동주유소,서울 광진구 천호대로 584 (능동),20250403,HD현대오일뱅크,셀프,1814.0,1625.0,1489.0,1490.0
서울 광진구,HD현대오일뱅크㈜직영 장호셀프주유소,서울 광진구 자양로 37,20250403,HD현대오일뱅크,셀프,0.0,1635.0,1499.0,0.0
서울 광진구,HD현대오일뱅크㈜직영 중곡현대주유소,서울 광진구 동일로 435 (중곡동),20250403,HD현대오일뱅크,셀프,1847.0,1655.0,1519.0,0.0
서울 광진구,㈜동화오일 대원주유소,서울 광진구 용마산로 122 (중곡동),20250403,GS칼텍스,셀프,1825.0,1589.0,1455.0,0.0
서울 광진구,강평주유소,서울 광진구 아차산로 616,20250403,SK에너지,일반,2097.0,1898.0,1768.0,1558.0
서울 광진구,삼호주유소,서울 광진구 천호대로 809 (광장동),20250403,S-OIL,셀프,1814.0,1625.0,1489.0,0.0
서울 광진구,서울중앙고속주유소,서울 광진구 동일로 345 (중곡동),20250403,SK에너지,셀프,1765.0,1645.0,1515.0,0.0
서울 광진구,용마주유소,서울 광진구 용마산로 68 (중곡동),20250403,GS칼텍스,일반,0.0,1624.0,1488.0,0.0
서울 광진구,유니스에너지 자양주유소,서울 광진구 아차산로 298 (자양동),20250403,SK에너지,일반,1998.0,1748.0,1628.0,0.0
서울 광진구,정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),20250403,S-OIL,셀프,1837.0,1647.0,1517.0,0.0
서울 구로구,(주)서울에너지 궁동주유소,서울 구로구 오리로 1299 (궁동),20250403,HD현대오일뱅크,셀프,1819.0,1579.0,1469.0,0.0
서울 구로구,(주)제이제이네트웍스 신구로주유소,서울 구로구 가마산로 293 (구로동),20250403,HD현대오일뱅크,일반,2158.0,1948.0,1748.0,0.0
서울 구로구,(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),20250403,GS칼텍스,셀프,0.0,1599.0,1485.0,0.0
서울 구로구,HD현대오일뱅크㈜직영 구로셀프주유소,서울 구로구 시흥대로 531,20250403,HD현대오일뱅크,셀프,1898.0,1694.0,1577.0,0.0
서울 구로구,SK구로주유소,서울 구로구 구일로 94 (구로동),20250403,SK에너지,일반,1840.0,1665.0,1535.0,0.0
서울 구로구,㈜자연에너지 고척주유소,서울 구로구 고척로 199 (고척동),20250403,HD현대오일뱅크,셀프,1819.0,1579.0,1479.0,0.0
서울 구로구,개봉주유소,서울 구로구 고척로 115 (개봉동),20250403,HD현대오일뱅크,셀프,0.0,1589.0,1485.0,0.0
서울 구로구,구로주유소,서울 구로구 구로동로 137 (구로동),20250403,GS칼텍스,일반,0.0,2290.0,2140.0,1790.0
서울 구로구,구인주유소,서울 구로구 경인로 558 (구로동),20250403,SK에너지,일반,0.0,1665.0,1535.0,0.0
서울 구로구,극동유화(주) 항동주유소,서울 구로구 서해안로 2154 (항동),20250403,S-OIL,셀프,0.0,1645.0,1495.0,0.0
서울 구로구,대성산업(주)디큐브주유소,서울 구로구 경인로 650,20250403,GS칼텍스,일반,1845.0,1635.0,1485.0,0.0
서울 구로구,대원셀프주유소,서울 구로구 개봉로 7,20250403,HD현대오일뱅크,셀프,1948.0,1698.0,1578.0,0.0
서울 구로구,동아주유소,서울 구로구 도림로 91 (구로동),20250403,S-OIL,일반,0.0,1998.0,1798.0,1698.0
서울 구로구,서서울고속주유소,서울 구로구 경인로 150 (오류동),20250403,SK에너지,셀프,1765.0,1695.0,1555.0,0.0
서울 구로구,신성주유소,서울 구로구 구로동로 187 (구로제2동),20250403,알뜰주유소,셀프,0.0,1597.0,1483.0,0.0
서울 구로구,씨앤에스유통(주) 구로드림주유소,서울 구로구 경인로 41 (온수동),20250403,S-OIL,셀프,0.0,1595.0,1485.0,0.0
서울 구로구,영진주유소,서울 구로구 구로동로 20 (가리봉동),20250403,HD현대오일뱅크,셀프,1819.0,1579.0,1479.0,0.0
서울 구로구,지에스칼텍스㈜ 개봉동주유소,서울 구로구 경인로 290,20250403,GS칼텍스,셀프,1810.0,1590.0,1485.0,0.0
서울 금천구,(주)백운주유소,서울 금천구 시흥대로 282,20250403,알뜰주유소,셀프,0.0,1614.0,1498.0,1400.0
서울 금천구,(주)화동유업 화동주유소,서울 금천구 시흥대로 484,20250403,SK에너지,셀프,0.0,1613.0,1508.0,1400.0
서울 금천구,HD현대오일뱅크㈜직영 남서울셀프주유소,서울 금천구 독산로 257 (독산동),20250403,HD현대오일뱅크,셀프,0.0,1673.0,1565.0,0.0
서울 금천구,SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),20250403,SK에너지,셀프,1849.0,1729.0,1592.0,1380.0
서울 금천구,SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,20250403,SK에너지,일반,1879.0,1735.0,1602.0,1380.0
서울 금천구,㈜씨더블유 이엔지 금천지점,서울 금천구 독산로 147,20250403,HD현대오일뱅크,셀프,1875.0,1599.0,1478.0,0.0
서울 금천구,구광주유소,서울 금천구 서부샛길 674 (가산동),20250403,S-OIL,일반,0.0,1605.0,1495.0,1350.0
서울 금천구,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),20250403,GS칼텍스,셀프,1845.0,1655.0,1525.0,0.0
서울 금천구,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),20250403,S-OIL,셀프,0.0,1695.0,1565.0,0.0
서울 금천구,지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,20250403,GS칼텍스,셀프,1915.0,1695.0,1595.0,1585.0
서울 노원구,(주)소모 수락산셀프주유소,서울 노원구 동일로 1772,20250403,GS칼텍스,셀프,0.0,1698.0,1598.0,1600.0
서울 노원구,(주)정건에너지직영,서울 노원구 노원로17길 29 (하계동),20250403,HD현대오일뱅크,셀프,1888.0,1635.0,1515.0,0.0
서울 노원구,SK에너지㈜직영 상계주유소,서울 노원구 노해로 527 (상계동),20250403,SK에너지,일반,0.0,1729.0,1599.0,0.0
서울 노원구,구도일주유소 불암,서울 노원구 한글비석로 268 (중계동),20250403,S-OIL,셀프,0.0,1641.0,1535.0,0.0
서울 노원구,삼육주유소,서울 노원구 화랑로 822 (공릉동),20250403,SK에너지,셀프,0.0,1675.0,1545.0,1400.0
서울 노원구,상계동주유소,서울 노원구 노원로26길 191 (상계동),20250403,HD현대오일뱅크,일반,0.0,1750.0,1630.0,1570.0
서울 노원구,성북역주유소,서울특별시 노원구  광운로 95 (월계1동),20250403,GS칼텍스,일반,1998.0,1728.0,1598.0,0.0
서울 노원구,신성주유소,서울 노원구 월계로 328 (월계동),20250403,S-OIL,셀프,0.0,1728.0,1598.0,0.0
서울 노원구,월계주유소,서울 노원구 월계로 252,20250403,GS칼텍스,셀프,1994.0,1669.0,1529.0,0.0
서울 노원구,이엠석유(주)배꽃나라주유소,서울 노원구 화랑로 466 (공릉1동),20250403,GS칼텍스,셀프,1995.0,1635.0,1495.0,0.0
서울 노원구,태릉솔밭주유소,서울 노원구 노원로 49 (공릉동),20250403,S-OIL,셀프,1897.0,1645.0,1535.0,0.0
서울 노원구,하계삼호주유소,서울 노원구 공릉로 294 (하계동),20250403,GS칼텍스,일반,0.0,1875.0,1745.0,0.0
서울 노원구,한신주유소,서울 노원구 동일로 1089 (공릉동),20250403,SK에너지,셀프,1947.0,1645.0,1555.0,1700.0
서울 노원구,화랑대주유소,서울 노원구 화랑로 483,20250403,HD현대오일뱅크,셀프,2070.0,1635.0,1495.0,1600.0
서울 도봉구,(주)자연에너지 햇살주유소,서울 도봉구 방학로 142 (방학동),20250403,HD현대오일뱅크,셀프,1853.0,1589.0,1459.0,0.0
서울 도봉구,(주)헨지스에너지 구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),20250403,S-OIL,셀프,1853.0,1605.0,1479.0,0.0
서울 도봉구,HD현대오일뱅크㈜직영 영신주유소,서울 도봉구 방학로 151,20250403,HD현대오일뱅크,일반,2097.0,1777.0,1647.0,1440.0
서울 도봉구,구도일주유소 파크빌,서울 도봉구 해등로3길 86 (창동),20250403,S-OIL,셀프,0.0,1635.0,1495.0,1480.0
서울 도봉구,극동유화(주) 대안주유소,서울 도봉구 마들로 574 (창동),20250403,S-OIL,셀프,0.0,1645.0,1495.0,0.0
서울 도봉구,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),20250403,GS칼텍스,셀프,0.0,1627.0,1487.0,0.0
서울 도봉구,도봉제일주유소(주)송만에너지,서울 도봉구 도봉로 783 (도봉동),20250403,HD현대오일뱅크,일반,0.0,1599.0,1469.0,1390.0
서울 도봉구,삼미북부셀프주유소,서울 도봉구 도봉로 437 (쌍문동),20250403,SK에너지,셀프,0.0,1605.0,1479.0,0.0
서울 도봉구,쌍문으뜸주유소,서울 도봉구 노해로 161 (쌍문동),20250403,HD현대오일뱅크,셀프,1895.0,1605.0,1485.0,0.0
서울 도봉구,오복주유소,서울 도봉구 방학로 43,20250403,S-OIL,셀프,2300.0,1745.0,1575.0,1700.0
서울 도봉구,요한주유소,서울 도봉구 마들로 776,20250403,HD현대오일뱅크,셀프,0.0,1579.0,1457.0,0.0
서울 도봉구,이케이에너지 주식회사,서울 도봉구 도봉로 941 (도봉동),20250403,HD현대오일뱅크,셀프,0.0,1579.0,1457.0,0.0
서울 도봉구,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,20250403,GS칼텍스,셀프,1853.0,1599.0,1469.0,1430.0
서울 도봉구,한이에너지(주) 쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),20250403,S-OIL,셀프,1853.0,1605.0,1479.0,0.0
서울 동대문구,(주)안국에너지 삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),20250403,SK에너지,셀프,0.0,1698.0,1588.0,1540.0
서울 동대문구,(주)자연에너지 국민주유소,서울 동대문구 답십리로 223 (답십리동),20250403,HD현대오일뱅크,셀프,1869.0,1589.0,1459.0,0.0
서울 동대문구,(주)정건에너지 배봉로지점,서울 동대문구 서울시립대로 108,20250403,HD현대오일뱅크,셀프,0.0,1599.0,1465.0,1350.0
서울 동대문구,HD현대오일뱅크㈜직영 스피드주유소,서울 동대문구 천호대로 453 (장안동),20250403,HD현대오일뱅크,일반,1855.0,1689.0,1569.0,0.0
서울 동대문구,대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),20250403,GS칼텍스,셀프,1848.0,1635.0,1495.0,0.0
서울 동대문구,동서울고속주유소,서울 동대문구 한천로 414,20250403,SK에너지,셀프,1765.0,1725.0,1585.0,0.0
서울 동대문구,삼미상사(주)장안킹셀프주유소,서울 동대문구  한천로 100 (장안동),20250403,SK에너지,셀프,0.0,1698.0,1578.0,0.0
서울 동대문구,삼영주유소,서울 동대문구 답십리로 258 (장안동),20250403,SK에너지,일반,0.0,1695.0,1575.0,1700.0
서울 동대문구,열린주유소,서울 동대문구 한천로 263 (휘경동),20250403,S-OIL,일반,0.0,1729.0,1579.0,0.0
서울 동대문구,오동나무주유소,서울 동대문구  한천로 81,20250403,S-OIL,일반,0.0,1738.0,1598.0,1600.0
서울 동대문구,재정제2주유소,서울 동대문구 사가정로 90 (전농동),20250403,HD현대오일뱅크,셀프,0.0,1599.0,1465.0,0.0
서울 동대문구,재정주유소,서울 동대문구 전농로 121,20250403,HD현대오일뱅크,셀프,1879.0,1599.0,1465.0,0.0
서울 동대문구,풍한주유소,서울 동대문구 안암로 168,20250403,SK에너지,일반,0.0,1605.0,1475.0,0.0
서울 동대문구,한영주유소 (한화),서울 동대문구 망우로 38 (휘경동),20250403,HD현대오일뱅크,일반,0.0,1697.0,1599.0,0.0
서울 동대문구,홍능주유소,서울 동대문구 홍릉로 87,20250403,S-OIL,일반,0.0,1715.0,1575.0,1500.0
서울 동작구,HD현대오일뱅크㈜직영 동작주유소,서울 동작구 상도로 403 (상도동),20250403,HD현대오일뱅크,일반,1924.0,1709.0,1599.0,0.0
서울 동작구,HD현대오일뱅크㈜직영 사당셀프주유소,서울 동작구 동작대로 73 (사당동),20250403,HD현대오일뱅크,셀프,1999.0,1669.0,1569.0,0.0
서울 동작구,HD현대오일뱅크㈜직영 흑석동셀프주유소,서울 동작구 현충로 101 (흑석동),20250403,HD현대오일뱅크,셀프,1889.0,1699.0,1609.0,0.0
서울 동작구,매일주유소,서울 동작구 상도로 139 (상도동),20250403,S-OIL,셀프,0.0,1699.0,1629.0,1650.0
서울 동작구,살피재주유소,서울 동작구 상도로 334,20250403,SK에너지,일반,0.0,1875.0,1765.0,0.0
서울 동작구,주식회사 새서울글로벌,서울 동작구 시흥대로 616 (신대방동),20250403,HD현대오일뱅크,셀프,1875.0,1609.0,1488.0,0.0
서울 동작구,지에스칼텍스(주) 대방주유소,서울 동작구 여의대방로 214,20250403,GS칼텍스,일반,1849.0,1629.0,1509.0,1450.0
