지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
서울 동작구,지에스칼텍스㈜직영 남성주유소,서울 동작구 동작대로 135,20250403,GS칼텍스,셀프,1895.0,1675.0,1569.0,0.0
서울 동작구,창원이엔지주유소,서울 동작구 사당로 59 (상도동),20250403,HD현대오일뱅크,셀프,0.0,1649.0,1539.0,0.0
서울 마포구,(주)만성상사 대흥주유소,서울 마포구 대흥로 61 (대흥동),20250403,SK에너지,일반,2199.0,1769.0,1659.0,1745.0
서울 마포구,(주)안국에너지 망원동주유소,서울 마포구 월드컵로 119 (망원동),20250403,SK에너지,일반,0.0,1738.0,1628.0,0.0
서울 마포구,(주)타이거통상 월드컵주유소,서울 마포구 월드컵북로 170 (성산제2동),20250403,S-OIL,셀프,1849.0,1619.0,1519.0,0.0
서울 마포구,SK에너지 양지주유소,서울 마포구 마포대로 69 (도화동),20250403,SK에너지,일반,1899.0,1825.0,1725.0,0.0
서울 마포구,SK에너지(주) 안국주유소,서울 마포구 양화로 33,20250403,SK에너지,일반,1899.0,1829.0,1729.0,0.0
서울 마포구,마포시엠주유소,서울 마포구 월드컵북로 62,20250403,SK에너지,일반,0.0,1629.0,1529.0,0.0
서울 마포구,마포주유소,서울 마포구 마포대로 186,20250403,S-OIL,셀프,1915.0,1765.0,1655.0,0.0
서울 마포구,성산대교셀프주유소,서울 마포구 성산로 144,20250403,HD현대오일뱅크,셀프,0.0,1629.0,1549.0,1649.0
서울 마포구,에스에스오토셀프,서울 마포구 서강로 76 (창전동),20250403,HD현대오일뱅크,셀프,2098.0,1769.0,1659.0,0.0
서울 마포구,에쓰오일(주) 염리동주유소,서울 마포구 백범로 126 (염리동),20250403,S-OIL,셀프,0.0,1759.0,1639.0,0.0
서울 마포구,용강주유소,서울 마포구 토정로 258,20250403,S-OIL,일반,0.0,1759.0,1649.0,1650.0
서울 마포구,청원주유소,서울 마포구 월드컵북로 113 (성산동),20250403,HD현대오일뱅크,셀프,1898.0,1629.0,1549.0,0.0
서울 서대문구,(주)가재울뉴타운주유소,서울 서대문구 모래내로 205,20250403,HD현대오일뱅크,셀프,0.0,1629.0,1519.0,0.0
서울 서대문구,(주)미래아스팔트 신우주유소,서울 서대문구 가좌로 106(홍은동),20250403,S-OIL,셀프,0.0,1629.0,1519.0,0.0
서울 서대문구,(주)안국에너지 삼보셀프주유소,서울 서대문구 연희로 78 (연희동),20250403,SK에너지,셀프,1878.0,1678.0,1569.0,0.0
서울 서대문구,(주)창원이엔지 홍제지점,서울 서대문구 통일로 455 (홍제동),20250403,HD현대오일뱅크,일반,0.0,1614.0,1509.0,1800.0
서울 서대문구,HD현대오일뱅크㈜직영 연세주유소,서울 서대문구 연희로 184,20250403,HD현대오일뱅크,셀프,1874.0,1639.0,1569.0,0.0
서울 서대문구,㈜우남에너지 문화사랑주유소,서울 서대문구 세검정로 87,20250403,S-OIL,셀프,0.0,1689.0,1599.0,0.0
서울 서대문구,㈜한화미 구도일주유소 두꺼비,서울 서대문구 성산로 312,20250403,S-OIL,셀프,1899.0,1629.0,1549.0,0.0
서울 서대문구,광호주유소,서울 서대문구 연희로 266 (홍은동),20250403,SK에너지,일반,0.0,1695.0,1595.0,0.0
서울 서대문구,남정주유소,서울 서대문구 모래내로 243 (남가좌동),20250403,GS칼텍스,일반,0.0,1638.0,1528.0,0.0
서울 서대문구,연희주유소,서울 서대문구 연희로 129 (연희동 89-7번지),20250403,SK에너지,일반,1975.0,1695.0,1595.0,0.0
서울 서대문구,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),20250403,SK에너지,셀프,1978.0,1698.0,1598.0,0.0
서울 서대문구,지에스칼텍스(주)홍제동주유소,서울 서대문구 통일로 372,20250403,GS칼텍스,셀프,1874.0,1624.0,1519.0,0.0
서울 서대문구,행촌제2주유소,서울 서대문구 성산로 490 (대신동),20250403,SK에너지,셀프,1878.0,1669.0,1554.0,0.0
서울 서초구,(주)대농석유 남태령주유소,서울 서초구 과천대로 838 (방배동),20250403,SK에너지,셀프,0.0,1655.0,1555.0,0.0
서울 서초구,(주)선문에너지 중앙주유소,서울특별시 서초구  바우뫼로 219 (양재1동),20250403,HD현대오일뱅크,일반,2468.0,2258.0,1998.0,1780.0
서울 서초구,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),20250403,GS칼텍스,셀프,1905.0,1685.0,1545.0,0.0
서울 서초구,HD현대오일뱅크㈜직영 방배현대주유소,서울 서초구 동작대로 182 (방배동),20250403,HD현대오일뱅크,일반,1943.0,1714.0,1608.0,1620.0
서울 서초구,HD현대오일뱅크㈜직영 사평로주유소,서울 서초구 사평대로 350 (서초동),20250403,HD현대오일뱅크,일반,1879.0,1679.0,1625.0,0.0
서울 서초구,HD현대오일뱅크㈜직영 서초제일주유소,서울 서초구 사임당로 116,20250403,HD현대오일뱅크,일반,1974.0,1720.0,1653.0,0.0
서울 서초구,HD현대오일뱅크㈜직영 양재현대주유소,서울 서초구 마방로 6,20250403,HD현대오일뱅크,일반,1914.0,1756.0,1654.0,1570.0
서울 서초구,HD현대오일뱅크㈜직영 팔레스주유소,서울 서초구 사평대로 136 (반포동),20250403,HD현대오일뱅크,일반,1879.0,1710.0,1614.0,0.0
서울 서초구,극동유화(주) 전당앞주유소,서울 서초구 남부순환로 2391 (서초동),20250403,S-OIL,셀프,1895.0,1675.0,1535.0,0.0
서울 서초구,대성산업(주)직영 강남주유소,서울 서초구 반포대로 284 (반포동),20250403,GS칼텍스,셀프,1895.0,1695.0,1575.0,0.0
서울 서초구,대성산업(주)직영 터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),20250403,GS칼텍스,일반,1925.0,1725.0,1625.0,1650.0
서울 서초구,대성석유(주)연일주유소,서울 서초구 남부순환로 2451,20250403,GS칼텍스,일반,1926.0,1699.0,1575.0,1600.0
서울 서초구,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),20250403,SK에너지,셀프,1897.0,1737.0,1617.0,0.0
서울 서초구,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),20250403,SK에너지,일반,2098.0,1998.0,1898.0,0.0
서울 서초구,만남의광장주유소,서울 서초구 양재대로12길 73-71,20250403,알뜰(ex),셀프,0.0,1623.0,1479.0,0.0
서울 서초구,말죽거리주유소,서울 서초구 남부순환로 2650,20250403,GS칼텍스,일반,1889.0,1689.0,1589.0,0.0
서울 서초구,반포그린주유소,서울 서초구 서초중앙로 239,20250403,GS칼텍스,셀프,1899.0,1679.0,1635.0,0.0
서울 서초구,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),20250403,GS칼텍스,셀프,1915.0,1695.0,1555.0,0.0
서울 서초구,서초우면산주유소,서울 서초구 양재대로2길 100-30,20250403,S-OIL,셀프,1948.0,1748.0,1622.0,0.0
서울 서초구,신반포주유소,서울 서초구 사평대로 94 (반포동),20250403,SK에너지,셀프,1957.0,1690.0,1565.0,0.0
서울 서초구,씨앤에스유통㈜ 내곡드림주유소,서울 서초구 헌릉로 177 (내곡동),20250403,S-OIL,셀프,1855.0,1655.0,1525.0,1580.0
서울 서초구,양재주유소,서울 서초구 바우뫼로 178,20250403,SK에너지,일반,1894.0,1726.0,1614.0,0.0
서울 서초구,양재최고주유소,서울 서초구 매헌로 72 (양재동),20250403,S-OIL,일반,0.0,1674.0,1554.0,0.0
서울 서초구,에너지 플러스 허브 내곡,서울 서초구 헌릉로 210,20250403,GS칼텍스,셀프,1859.0,1659.0,1529.0,0.0
서울 서초구,에너지플러스허브 삼방주유소,서울 서초구 사평대로 364 (서초동),20250403,GS칼텍스,셀프,1899.0,1679.0,1635.0,0.0
서울 서초구,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구  효령로 356 (서초동),20250403,S-OIL,셀프,1914.0,1694.0,1550.0,0.0
서울 서초구,지에스칼텍스(주)남서울주유소,서울 서초구 나루터로 83 (잠원동),20250403,GS칼텍스,셀프,2010.0,1790.0,1759.0,0.0
서울 서초구,지에스칼텍스(주)선천주유소,서울 서초구 동작대로 206 (방배동),20250403,GS칼텍스,일반,1895.0,1675.0,1569.0,0.0
서울 서초구,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),20250403,SK에너지,셀프,0.0,1699.0,1589.0,0.0
서울 서초구,한독주유소,서울 서초구 방배로 218 (방배동),20250403,GS칼텍스,셀프,1957.0,1675.0,1565.0,0.0
서울 성동구,(주)서울에너지 직영,서울 성동구 천호대로 324 (용답동),20250403,S-OIL,셀프,0.0,1545.0,1429.0,0.0
서울 성동구,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),20250403,GS칼텍스,일반,2521.0,2268.0,2077.0,0.0
서울 성동구,HD현대오일뱅크㈜직영 성동셀프주유소,서울 성동구 마장로 311 (마장동),20250403,HD현대오일뱅크,셀프,1895.0,1707.0,1547.0,0.0
서울 성동구,HD현대오일뱅크㈜직영 효진주유소,서울 성동구 동일로 129,20250403,HD현대오일뱅크,일반,1999.0,1655.0,1538.0,0.0
서울 성동구,KH에너지㈜직영 성수만세주유소,서울 성동구 왕십리로 109,20250403,SK에너지,셀프,1915.0,1645.0,1528.0,0.0
서울 성동구,KLP제2주유소,서울 성동구 동일로 249 (송정동),20250403,HD현대오일뱅크,셀프,0.0,1645.0,1515.0,0.0
서울 성동구,SK세원2주유소,서울 성동구 광나루로 184,20250403,SK에너지,일반,2050.0,1780.0,1655.0,0.0
서울 성동구,SK에너지(주) 군자동주유소,서울특별시 성동구  천호대로 446 (용답동),20250403,SK에너지,일반,1819.0,1669.0,1549.0,0.0
서울 성동구,SK에너지(주) 성수주유소,서울 성동구 뚝섬로 352,20250403,SK에너지,일반,1879.0,1759.0,1649.0,0.0
서울 성동구,㈜성동에너지,서울 성동구 천호대로 392,20250403,HD현대오일뱅크,셀프,1810.0,1545.0,1429.0,0.0
서울 성동구,금호주유소,서울 성동구 금호로 39 (금호동4가),20250403,GS칼텍스,일반,2196.0,1947.0,1824.0,1700.0
서울 성동구,동일주유소,서울 성동구 광나루로 254 (성수동2가),20250403,GS칼텍스,일반,1844.0,1644.0,1528.0,0.0
서울 성동구,아이콘주유소,서울 성동구 고산자로 273 (도선동),20250403,S-OIL,셀프,1774.0,1638.0,1488.0,0.0
서울 성동구,정호주유소,서울 성동구 고산자로 307 (마장동),20250403,자가상표,일반,0.0,1628.0,1498.0,0.0
서울 성동구,지에스칼텍스㈜ 도루코주유소,서울 성동구 아차산로 180,20250403,GS칼텍스,셀프,1895.0,1645.0,1528.0,1699.0
서울 성동구,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),20250403,SK에너지,일반,0.0,2195.0,2095.0,1795.0
서울 성북구,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),20250403,GS칼텍스,셀프,1839.0,1589.0,1459.0,1500.0
서울 성북구,(주)성북주유소,서울 성북구 보문로 142,20250403,HD현대오일뱅크,셀프,0.0,1595.0,1475.0,0.0
서울 성북구,(주)신용 구도일주유소화랑로,서울 성북구 화랑로 174,20250403,S-OIL,셀프,1953.0,1673.0,1543.0,1470.0
서울 성북구,HD현대오일뱅크㈜직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),20250403,HD현대오일뱅크,셀프,1869.0,1619.0,1495.0,0.0
서울 성북구,HD현대오일뱅크㈜직영 북악셀프주유소,서울 성북구 정릉로 218 (정릉동),20250403,HD현대오일뱅크,셀프,1869.0,1619.0,1495.0,0.0
서울 성북구,HD현대오일뱅크㈜직영 아리랑주유소,서울 성북구 아리랑로 96,20250403,HD현대오일뱅크,일반,2015.0,1785.0,1655.0,0.0
서울 성북구,SK에너지(주) 드림랜드주유소,서울 성북구 월계로 128 (장위동),20250403,SK에너지,일반,1872.0,1671.0,1537.0,1520.0
서울 성북구,㈜명연에너지 효성주유소,서울 성북구 화랑로 27,20250403,GS칼텍스,셀프,1985.0,1615.0,1495.0,0.0
서울 성북구,㈜스마일에너지 신동방주유소,서울 성북구 월계로 84 (장위동),20250403,S-OIL,셀프,1895.0,1605.0,1479.0,0.0
서울 성북구,㈜원천주유소,서울 성북구 돌곶이로 142,20250403,GS칼텍스,셀프,0.0,1589.0,1458.0,0.0
서울 성북구,동일주유소,서울특별시 성북구  보문로 85 (보문동5가),20250403,S-OIL,셀프,1989.0,1655.0,1575.0,0.0
서울 성북구,삼선주유소,서울 성북구 창경궁로 324,20250403,S-OIL,셀프,2021.0,1765.0,1632.0,0.0
서울 성북구,신방주유소,서울 성북구 안암로 111 (안암동5가),20250403,S-OIL,일반,0.0,1625.0,1489.0,0.0
서울 성북구,아이에스피시그넷㈜ 서울북부고속주유소,서울 성북구 삼양로 78,20250403,SK에너지,일반,0.0,1899.0,1699.0,0.0
서울 성북구,우리주유소,서울 성북구 화랑로 292,20250403,SK에너지,셀프,0.0,1644.0,1495.0,0.0
서울 성북구,이케이에너지(주) 강산제2주유소,서울 성북구 보국문로 52,20250403,HD현대오일뱅크,셀프,1839.0,1589.0,1459.0,0.0
서울 성북구,이케이에너지㈜ 강산주유소,서울 성북구 보문로 27 (보문동7가),20250403,GS칼텍스,셀프,0.0,1589.0,1459.0,1380.0
서울 성북구,장삼 쌍둥이 주유소,서울 성북구 한천로 612 (장위동),20250403,HD현대오일뱅크,셀프,0.0,1615.0,1485.0,0.0
서울 성북구,장위주유소,서울 성북구 화랑로 110 (하월곡동),20250403,S-OIL,셀프,0.0,1624.0,1494.0,0.0
서울 성북구,중앙에너비스 종암지점,서울 성북구 종암로 58,20250403,SK에너지,셀프,0.0,1625.0,1495.0,0.0
서울 성북구,지에스칼텍스(주) 종암주유소,서울 성북구 종암로 145 (종암동),20250403,GS칼텍스,셀프,1875.0,1625.0,1495.0,0.0
서울 성북구,지에스칼텍스㈜ 세창주유소,서울 성북구 동소문로 323,20250403,GS칼텍스,셀프,2155.0,1899.0,1779.0,0.0
서울 성북구,지에스칼텍스㈜ 화랑주유소,서울 성북구 화랑로 185,20250403,GS칼텍스,일반,0.0,1709.0,1589.0,1526.0
서울 송파구,(유)호림플러스홀딩스 남성주유소,서울 송파구 백제고분로 474,20250403,HD현대오일뱅크,셀프,0.0,1793.0,1599.0,0.0
서울 송파구,(주)삼표에너지 아시아주유소,서울 송파구 도곡로 438 (잠실동),20250403,GS칼텍스,셀프,1863.0,1663.0,1543.0,0.0
서울 송파구,(주)삼표에너지 우리주유소,서울 송파구 동남로 153,20250403,GS칼텍스,셀프,1872.0,1692.0,1578.0,1500.0
서울 송파구,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58,20250403,GS칼텍스,셀프,1873.0,1673.0,1563.0,1500.0
서울 송파구,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),20250403,SK에너지,셀프,0.0,1675.0,1533.0,0.0
서울 송파구,(주)유진주유소,서울 송파구 동남로 325 (오금동),20250403,SK에너지,일반,0.0,1665.0,1543.0,0.0
서울 송파구,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),20250403,S-OIL,셀프,1853.0,1673.0,1563.0,0.0
서울 송파구,(주)정직한주유소,서울 송파구 오금로 455 (거여동),20250403,HD현대오일뱅크,셀프,1895.0,1685.0,1585.0,0.0
서울 송파구,(주)퍼스트오일서울주유소,서울 송파구 문정로 153,20250403,S-OIL,일반,0.0,1680.0,1590.0,1600.0
서울 송파구,HD현대오일뱅크㈜직영 올림픽셀프주유소,서울 송파구 위례성대로 188 (오금동),20250403,HD현대오일뱅크,셀프,1929.0,1789.0,1679.0,0.0
서울 송파구,HD현대오일뱅크㈜직영 잠실셀프주유소,서울 송파구 송파대로 397,20250403,HD현대오일뱅크,셀프,1888.0,1653.0,1533.0,1560.0
서울 송파구,㈜버드에너지(BD ENERGY)위례제일,서울 송파구 위례서로 260,20250403,S-OIL,셀프,0.0,1683.0,1573.0,0.0
서울 송파구,㈜지에스이앤알 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),20250403,HD현대오일뱅크,셀프,0.0,1653.0,1533.0,0.0
서울 송파구,남성대주유소,서울 송파구 송파대로 52 (장지동),20250403,SK에너지,셀프,0.0,1653.0,1573.0,1600.0
서울 송파구,대성석유(주)석촌주유소,서울 송파구 백제고분로 289,20250403,GS칼텍스,일반,1898.0,1697.0,1597.0,1550.0
서울 송파구,대성주유소,서울 송파구 마천로 230,20250403,SK에너지,일반,0.0,1658.0,1538.0,0.0
서울 송파구,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),20250403,SK에너지,일반,1998.0,1898.0,1798.0,0.0
서울 송파구,방이주유소,서울 송파구 위례성대로12길 38 (방이동),20250403,SK에너지,일반,0.0,1787.0,1674.0,0.0
서울 송파구,백제고분로주유소,서울 송파구 오금로 143 (방이동),20250403,SK에너지,셀프,1873.0,1787.0,1674.0,0.0
서울 송파구,삼화주유소,서울 송파구 백제고분로 125,20250403,GS칼텍스,셀프,1853.0,1663.0,1543.0,0.0
서울 송파구,상아주유소,서울 송파구 거마로 82,20250403,S-OIL,셀프,0.0,1665.0,1558.0,1450.0
서울 송파구,송파스마일주유소,서울 송파구 송이로 28,20250403,GS칼텍스,셀프,1853.0,1653.0,1533.0,0.0
서울 송파구,완불주유소,서울 송파구 송파대로 3,20250403,SK에너지,셀프,1982.0,1698.0,1598.0,0.0
서울 송파구,위례드림주유소,서울시 송파구  위례중앙로 10,20250403,S-OIL,셀프,1852.0,1683.0,1573.0,0.0
서울 송파구,제트라인DM주유소,서울 송파구 중대로 183 (가락동),20250403,HD현대오일뱅크,일반,0.0,1685.0,1578.0,0.0
서울 송파구,지에스칼텍스(주)가든파이브주유소,서울 송파구 탄천동로 740,20250403,GS칼텍스,셀프,1903.0,1683.0,1573.0,0.0
서울 송파구,지에스칼텍스(주)스마트위례주유소,서울 송파구 위례중앙로 43 (장지동),20250403,GS칼텍스,셀프,1903.0,1683.0,1573.0,0.0
서울 송파구,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),20250403,SK에너지,셀프,1853.0,1653.0,1533.0,0.0
서울 양천구,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),20250403,GS칼텍스,셀프,1893.0,1644.0,1544.0,0.0
서울 양천구,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),20250403,HD현대오일뱅크,일반,0.0,1699.0,1559.0,1370.0
서울 양천구,(주)타이거오일 신정주유소,서울 양천구 중앙로 226 (신정동),20250403,SK에너지,셀프,0.0,1594.0,1479.0,0.0
서울 양천구,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),20250403,SK에너지,셀프,0.0,1692.0,1530.0,1550.0
서울 양천구,SK에너지㈜ 신평,서울 양천구 목동남로 62,20250403,SK에너지,일반,1884.0,1665.0,1583.0,1390.0
서울 양천구,㈜자연에너지 남부주유소,서울 양천구 남부순환로 553 (신월동),20250403,HD현대오일뱅크,셀프,0.0,1576.0,1465.0,0.0
서울 양천구,㈜지에스이앤알 서울주유소,서울 양천구 신정로 236 (신정동),20250403,GS칼텍스,셀프,0.0,1644.0,1479.0,0.0
서울 양천구,가로공원주유소,서울 양천구 가로공원로 165 (신월동),20250403,SK에너지,일반,0.0,1608.0,1493.0,0.0
서울 양천구,개나리Self주유소,서울 양천구 남부순환로 442 (신월동),20250403,SK에너지,셀프,0.0,1616.0,1495.0,0.0
서울 양천구,목동주유소,서울 양천구 목동중앙로 125 (목동),20250403,SK에너지,셀프,0.0,1679.0,1543.0,0.0
서울 양천구,삼미상사(주)신월IC셀프주유소,서울 양천구 중앙로 331 (신월동),20250403,SK에너지,셀프,0.0,1604.0,1529.0,0.0
서울 양천구,신양주유소,서울 양천구 지양로 67,20250403,SK에너지,일반,0.0,1799.0,1664.0,1690.0
서울 양천구,신월주유소,서울 양천구 신월로 193 (신월동),20250403,GS칼텍스,셀프,0.0,1624.0,1498.0,1400.0
서울 양천구,신정동주유소,서울 양천구 안양천로 663 (신정동),20250403,HD현대오일뱅크,셀프,0.0,1657.0,1537.0,0.0
서울 양천구,양천구주유소,서울 양천구 국회대로 275,20250403,HD현대오일뱅크,셀프,0.0,1598.0,1498.0,0.0
서울 양천구,지에스칼텍스㈜ 건지주유소,서울 양천구 안양천로 1171 (목동),20250403,GS칼텍스,셀프,1904.0,1644.0,1544.0,1588.0
서울 양천구,플라트(주)서호주유소,서울 양천구 남부순환로 317,20250403,GS칼텍스,셀프,1893.0,1586.0,1475.0,0.0
서울 양천구,현대오일뱅크(주)직영 신목동셀프주유소,서울 양천구 목동동로10길 13,20250403,HD현대오일뱅크,셀프,2058.0,1799.0,1699.0,0.0
서울 양천구,현대오일뱅크(주)직영 양정주유소,서울 양천구 국회대로 158 (신정동),20250403,HD현대오일뱅크,일반,0.0,1672.0,1577.0,0.0
서울 양천구,현대오일뱅크(주)직영 양천셀프주유소,서울 양천구 목동로 17,20250403,HD현대오일뱅크,셀프,1959.0,1655.0,1549.0,0.0
서울 양천구,현대오일뱅크(주)직영 양천현대셀프주유소,서울 양천구 안양천로 1179 (목동),20250403,HD현대오일뱅크,셀프,1904.0,1699.0,1599.0,0.0
서울 양천구,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),20250403,HD현대오일뱅크,셀프,0.0,1664.0,1564.0,0.0
서울 양천구,현대주유소,서울 양천구 남부순환로 372 (신월동),20250403,S-OIL,셀프,0.0,1586.0,1475.0,0.0
서울 양천구,형산석유(주)원주유소,서울 양천구 남부순환로 408,20250403,HD현대오일뱅크,일반,1899.0,1659.0,1529.0,0.0
서울 영등포구,(주)MS오일,서울 영등포구 대림로 230,20250403,HD현대오일뱅크,일반,0.0,1599.0,1485.0,0.0
서울 영등포구,(주)강서오일,서울 영등포구 도신로 151,20250403,HD현대오일뱅크,셀프,1769.0,1599.0,1485.0,1288.0
서울 영등포구,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),20250403,GS칼텍스,셀프,0.0,1599.0,1485.0,0.0
서울 영등포구,(주)한미석유 제2한강주유소,서울 영등포구 선유로 260 (양평동4가),20250403,GS칼텍스,셀프,0.0,1719.0,1609.0,0.0
서울 영등포구,HD현대오일뱅크㈜직영 대일셀프주유소,서울 영등포구 영등포로 168,20250403,HD현대오일뱅크,셀프,1799.0,1638.0,1514.0,1400.0
서울 영등포구,KH에너지㈜직영 KH여의도주유소,서울 영등포구 국회대로 794 (여의도동),20250403,SK에너지,일반,2310.0,2195.0,2189.0,0.0
서울 영등포구,SJ오일(주) 여의도주유소,서울 영등포구 은행로 64,20250403,GS칼텍스,일반,2410.0,2255.0,2195.0,1750.0
서울 영등포구,SK에너지(주) 기린주유소,서울 영등포구 선유로 270,20250403,SK에너지,셀프,1879.0,1738.0,1619.0,0.0
서울 영등포구,SK에너지(주) 신길동주유소,서울 영등포구 영등포로 348 (신길동),20250403,SK에너지,일반,1769.0,1669.0,1539.0,1450.0
서울 영등포구,SK에너지(주) 양평주유소,서울 영등포구 선유로 195 (양평동3가),20250403,SK에너지,셀프,0.0,1719.0,1609.0,0.0
서울 영등포구,㈜지에스이앤알 모드니주유소,서울 영등포구 경인로 789,20250403,GS칼텍스,일반,0.0,1639.0,1499.0,0.0
서울 영등포구,㈜지에스이앤알 보라주유소,서울 영등포구 영등포로 399 (신길동),20250403,GS칼텍스,일반,1774.0,1639.0,1499.0,0.0
서울 영등포구,국회대로주유소,서울 영등포구 국회대로 746 (여의도동),20250403,HD현대오일뱅크,셀프,2198.0,1769.0,1659.0,0.0
서울 영등포구,남서울고속주유소,서울 영등포구 가마산로 367 (대림동),20250403,SK에너지,셀프,1765.0,1599.0,1485.0,0.0
서울 영등포구,도림주유소,서울 영등포구 도림로 343 (도림동),20250403,알뜰주유소,셀프,0.0,1599.0,1485.0,0.0
서울 영등포구,버드나룻길주유소,서울 영등포구 버드나루로 111 (당산동),20250403,SK에너지,일반,2295.0,2145.0,1995.0,1640.0
서울 영등포구,선유도주유소,서울 영등포구 양평로 141 (양평동5가),20250403,S-OIL,셀프,0.0,1729.0,1619.0,0.0
서울 영등포구,성락주유소,서울 영등포구 가마산로 414 (신길동),20250403,S-OIL,셀프,0.0,1599.0,1485.0,0.0
서울 영등포구,성원이앤에스(주)영등포지점,서울 영등포구 국회대로52길 9-13 (영등포동7가),20250403,GS칼텍스,일반,2185.0,1998.0,1897.0,1700.0
서울 영등포구,씨앤에스유통 한성주유소,서울 영등포구 여의대방로 227,20250403,S-OIL,일반,1875.0,1658.0,1518.0,0.0
서울 영등포구,씨앤에스유통(주) 한일주유소,서울 영등포구 도림로 486 (문래동3가),20250403,S-OIL,셀프,1875.0,1638.0,1498.0,0.0
서울 영등포구,영등포제일셀프주유소,서울 영등포구 가마산로 379,20250403,HD현대오일뱅크,셀프,0.0,1599.0,1485.0,0.0
서울 영등포구,지에스칼텍스㈜ 신길주유소,서울 영등포구 신길로 74 (신길동),20250403,GS칼텍스,셀프,1819.0,1599.0,1485.0,1450.0
서울 영등포구,지에스칼텍스㈜ 화일주유소,서울 영등포구 도림로 415,20250403,GS칼텍스,셀프,1894.0,1674.0,1539.0,1520.0
서울 영등포구,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),20250403,SK에너지,셀프,1819.0,1599.0,1485.0,0.0
서울 영등포구,행촌주유소,서울 영등포구 도신로 130 (신길동),20250403,SK에너지,셀프,0.0,1599.0,1485.0,0.0
서울 용산구,(주)남경주유소,서울 용산구 녹사평대로11길 24,20250403,SK에너지,일반,2383.0,2164.0,2070.0,1618.0
서울 용산구,(주)신태성주유소,서울 용산구 원효로 147 (원효로3가),20250403,SK에너지,일반,2363.0,2158.0,2025.0,1548.0
서울 용산구,(주)영원 풍기주유소,서울 용산구 원효로 178 (원효로2가),20250403,GS칼텍스,일반,2298.0,2099.0,1988.0,1750.0
서울 용산구,HD현대오일뱅크(주)직영 소월길주유소,서울 용산구 소월로 66 (후암동),20250403,HD현대오일뱅크,일반,2342.0,2301.0,2039.0,0.0
서울 용산구,HD현대오일뱅크㈜직영 갈월동주유소,서울특별시 용산구  한강대로 322 (남영동),20250403,HD현대오일뱅크,일반,2399.0,2291.0,2049.0,1579.0
서울 용산구,HD현대오일뱅크㈜직영 강변현대주유소,서울 용산구 원효로 9 (청암동),20250403,HD현대오일뱅크,일반,2379.0,2109.0,1999.0,0.0
서울 용산구,HD현대오일뱅크㈜직영 한남동주유소,서울 용산구 한남대로 204 (한남동),20250403,HD현대오일뱅크,일반,2389.0,1892.0,1833.0,0.0
서울 용산구,동자동주유소,서울 용산구 한강대로104길 6 (동자동),20250403,SK에너지,일반,2399.0,2291.0,2048.0,1650.0
서울 용산구,서계주유소,서울 용산구  청파로 367 (청파동),20250403,GS칼텍스,일반,3301.0,2971.0,2940.0,2470.0
서울 용산구,에너비스,서울 용산구 한남대로 82 (한남동),20250403,SK에너지,일반,2497.0,2297.0,2197.0,0.0
서울 용산구,한남지점,서울 용산구 한남대로21길 4 (한남동),20250403,SK에너지,일반,2497.0,2297.0,2197.0,0.0
서울 용산구,한석주유소,서울 용산구 이촌로 164,20250403,SK에너지,일반,2513.0,2322.0,2192.0,0.0
서울 은평구,(주)디오티디 은평유니콘주유소,서울 은평구 통일로 1151,20250403,HD현대오일뱅크,일반,1783.0,1583.0,1443.0,1449.0
서울 은평구,(주)명연에너지 수색훼미리주유소,서울 은평구 수색로 236 (수색동),20250403,HD현대오일뱅크,셀프,0.0,1635.0,1525.0,0.0
서울 은평구,(주)아이에스피에너지(서울서부고속주유소),서울 은평구 응암로 163,20250403,HD현대오일뱅크,셀프,1779.0,1613.0,1493.0,0.0
서울 은평구,㈜오일닷컴 다회주유소,서울 은평구 증산로 441,20250403,S-OIL,셀프,0.0,1619.0,1514.0,0.0
